Material,brand_name,color_name,Weight,Price (USD),Availability,Image URL,Product URL
PETG,Prusament PETG,Terracotta Light – Multipack 10 pcs,1kg,299.917355,Estimated leadtime 1 week,/content/images/product/d43c46b4-eb38-4d4a-88bc-e3026bdcc6aa.png,https://www.prusa3d.com/product/product/prusament-petg-terracotta-light-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Tungsten 75% – Multipack 10 pcs,1kg,2290.000000,Out of stock,/content/images/product/009bc253-feb9-4c0d-a5fe-3cd25386be70.png,https://www.prusa3d.com/product/product/prusament-petg-tungsten-75-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Ultraglow Green – Multipack 10 pcs,800g,768.425926,Estimated leadtime 1 week,/content/images/product/8ad1cdcf-1a0c-4579-8cac-a4519746a356.png,https://www.prusa3d.com/product/product/prusament-petg-ultraglow-green-800g-nfc-multipack-10-pcs//
PETG,Prusament PETG,Ultramarine Blue – Multipack 10 pcs,1kg,299.917355,Estimated leadtime 1 week,/content/images/product/2ad34247-9e64-4a44-ad5a-f8c0ee037558.png,https://www.prusa3d.com/product/product/prusament-petg-ultramarine-blue-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Urban Grey – Multipack 10 pcs,1kg,299.917355,Estimated leadtime 1 week,/content/images/product/d69e2826-6590-4e98-a443-b1bceaf30d33.png,https://www.prusa3d.com/product/product/prusament-petg-urban-grey-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Yellow Gold – Multipack 10 pcs,1kg,299.917355,Estimated leadtime 1 week,/content/images/product/d7a4860f-24f2-42eb-87ff-6c5d9f64fce7.png,https://www.prusa3d.com/product/product/prusament-petg-yellow-gold-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Ocean Blue,1kg,29.991736,In stock,/content/images/product/eb491081-58d8-4e69-984b-cd787a7186bc.jpg,https://www.prusa3d.com/product/product/prusament-petg-ocean-blue-1kg-nfc//
PETG,Prusament PETG,Pistachio Green,1kg,29.991736,In stock,/content/images/product/5cf14c18-9458-4ed0-b59b-4f83e8fec35a.jpg,https://www.prusa3d.com/product/product/prusament-petg-pistachio-green-1kg-nfc//
PETG,Prusament PETG,Prusa Orange Transparent,1kg,29.991736,In stock,/content/images/product/f30ea8c1-5fcc-47d4-84f8-a57f4844cd82.jpg,https://www.prusa3d.com/product/product/prusament-petg-prusa-orange-transparent-1kg-nfc//
PETG,Prusament PETG,Terracotta Light,1kg,29.991736,In stock,/content/images/product/1020fa03-49fa-420f-906b-dcc6e4b3e7d6.jpg,https://www.prusa3d.com/product/product/prusament-petg-terracotta-light-1kg-nfc//
PETG,Prusament PETG V0,Natural,1kg,54.991736,In stock,/content/images/product/9ea7e601-0d1f-4c75-90d4-5dbaf8243b75.jpg,https://www.prusa3d.com/product/product/prusament-petg-v0-natural-1kg-nfc//
PETG,Prusament PETG V0,Natural – Multipack 10 pcs,1kg,549.917355,Estimated leadtime 1 week,/content/images/product/35e9e395-9bd1-46e9-87d1-acb8144dd327.png,https://www.prusa3d.com/product/product/prusament-petg-v0-natural-1kg-nfc-multipack-10-pcs//
PETG,Prusament PETG,Yellow Gold,1kg,29.991736,In stock,/content/images/product/10c3b955-d9d8-450b-ae08-841a988d9738.jpg,https://www.prusa3d.com/product/product/prusament-petg-yellow-gold-1kg-nfc//
PETG,Prusament PETG,Best Sellers Pack 5+1 FREE,,152.950000,Out of stock,/content/images/product/78e8dfa9-847b-44dd-a2cb-ebe3ea37a97e.png,https://www.prusa3d.com/product/product/prusament-petg-best-sellers-pack-5-1-free//
PETG,Prusament PETG,Recycled,2kg,44.991736,Out of stock,/content/images/product/1b3c808f-d735-40b5-bcf4-1c4a00968247.jpg,https://www.prusa3d.com/product/product/prusament-petg-recycled-2kg-nfc//
PLA,Prusament PLA Blend,Royal Blue,1kg,29.991736,In stock,/content/images/product/6a0e0a8d-e66b-4ea3-aedd-d47057dc78c4.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-royal-blue-1kg-nfc//
PLA,Prusament PLA,Jet Black,1kg,29.991736,In stock,/content/images/product/ea9af96d-4307-41e5-b125-929a849f8714.jpg,https://www.prusa3d.com/product/product/prusament-pla-jet-black-1kg-nfc//
PLA,Prusament PLA,Prusa Galaxy Black,1kg,29.991736,In stock,/content/images/product/c05d2e52-b362-4c8e-847a-6615aec730b3.jpg,https://www.prusa3d.com/product/product/prusament-pla-prusa-galaxy-black-1kg-nfc//
PLA,Prusament PLA,Galaxy Purple,1kg,29.991736,In stock,/content/images/product/0cdd5a93-f9c7-4d4f-8a34-a60c80a83509.jpg,https://www.prusa3d.com/product/product/prusament-pla-galaxy-purple-1kg-nfc//
PLA,Prusament PLA,Opal Green,1kg,29.991736,In stock,/content/images/product/0659abd1-76a0-4275-9509-ac57461fc650.jpg,https://www.prusa3d.com/product/product/prusament-pla-opal-green-1kg-nfc//
PLA,Prusament Premium,PLA Mystic Brown,1kg,29.991736,In stock,/content/images/product/e3afada7-bad4-4141-9817-f05d080adda1.jpg,https://www.prusa3d.com/product/product/prusament-premium-pla-mystic-brown-1kg-nfc//
PLA,Prusament Premium,PLA Mystic Green,1kg,29.991736,In stock,/content/images/product/a761f1c7-4677-463b-a0dc-2b0fdd290789.jpg,https://www.prusa3d.com/product/product/prusament-premium-pla-mystic-green-1kg-nfc//
PLA,Prusament Woodfill,Chocolate Brown,1kg,34.900000,In stock,/content/images/product/21aafe2e-e480-4536-969c-4e8fcafa8452.jpg,https://www.prusa3d.com/product/product/prusament-woodfill-chocolate-brown-1kg-nfc//
PLA,Prusament Woodfill,Linden Light,1kg,34.900000,In stock,/content/images/product/37f01dc2-bdb3-4eca-b52c-dd22e551dc72.jpg,https://www.prusa3d.com/product/product/prusament-woodfill-linden-light-1kg-nfc//
PLA,Prusament Woodfill,Pastel Brown,1kg,34.900000,In stock,/content/images/product/8c9eb679-aa6b-43fa-8bfd-e55384e38ef2.jpg,https://www.prusa3d.com/product/product/prusament-woodfill-pastel-brown-1kg-nfc//
PLA,Prusament PLA,Azure Blue,900g,25.452893,In stock,/content/images/product/cc352688-2576-4be7-b3e9-3708fcc766c4.jpg,https://www.prusa3d.com/product/product/prusament-pla-azure-blue-900g-refill-nfc-compatible//
PLA,Prusament PLA,Galaxy Silver,1kg,29.991736,In stock,/content/images/product/c6eb27a1-1e90-4043-b856-278c49022670.jpg,https://www.prusa3d.com/product/product/prusament-pla-galaxy-silver-1kg-nfc//
PLA,Prusament PLA,Gravity Grey,1kg,29.991736,In stock,/content/images/product/45c5d701-c7ef-424a-be68-ea13ced1bedf.jpg,https://www.prusa3d.com/product/product/prusament-pla-gravity-grey-1kg-nfc//
PLA,Prusament PLA,Lipstick Red,1kg,29.991736,In stock,/content/images/product/d5c3ec99-85ad-4acf-bd91-b2907de45b8c.jpg,https://www.prusa3d.com/product/product/prusament-pla-lipstick-red-1kg-nfc//
PLA,Prusament PLA,Pristine White,1kg,29.991736,In stock,/content/images/product/b46f0f1d-7c4c-46bd-9896-a3790d9037c8.jpg,https://www.prusa3d.com/product/product/prusament-pla-pristine-white-1kg-nfc//
PLA,Prusament PLA,Prusa Orange,1kg,24.066116,In stock,/content/images/product/4c8eeec8-6434-44a3-8280-ae1db0596ac2.jpg,https://www.prusa3d.com/product/product/prusament-pla-prusa-orange-1kg-clearance//
PLA,Prusament PLA,Vanilla White,1kg,29.991736,In stock,/content/images/product/d847ed4d-577a-4483-a722-54be1452517b.jpg,https://www.prusa3d.com/product/product/prusament-pla-vanilla-white-1kg-nfc//
PLA,Prusament PLA Blend,Pearl White,1kg,29.991736,In stock,/content/images/product/49abe6df-4d05-4761-b2c5-a42acb72462d.png,https://www.prusa3d.com/product/product/prusament-pla-blend-pearl-white-1kg-nfc//
PLA,Prusament PLA,Electric Green,1kg,29.991736,In stock,/content/images/product/ce55fca2-4631-44c6-b37c-5d1ab9888f2d.png,https://www.prusa3d.com/product/product/prusament-pla-electric-green-1kg-nfc//
PLA,Prusament PLA,Emerald Green,1kg,29.991736,In stock,/content/images/product/4b4c0f4b-be7c-48ac-acb5-4230a5c373a5.png,https://www.prusa3d.com/product/product/prusament-pla-emerald-green-1kg-nfc//
PLA,Prusament PLA,Galaxy Green,1kg,29.991736,In stock,/content/images/product/62948f82-8ad3-4c4d-8b53-2d51e1904e55.jpg,https://www.prusa3d.com/product/product/prusament-pla-galaxy-green-1kg-nfc//
PLA,Prusament PLA,Gentleman's Grey,1kg,24.066116,In stock,/content/images/product/a86951e3-1b66-41cc-a640-674f7f24829a.jpg,https://www.prusa3d.com/product/product/prusament-pla-gentleman-s-grey-1kg-clearance//
PLA,Prusament PLA,Marble Grey,1kg,29.991736,In stock,/content/images/product/4707f426-3649-4d25-ae73-09c5e2308129.jpg,https://www.prusa3d.com/product/product/prusament-pla-marble-grey-1kg-nfc//
PLA,Prusament PLA,Recycled,2kg,38.880000,In stock,/content/images/product/3f1a2141-3ab4-42ac-8fb2-0b6d399a68a2.png,https://www.prusa3d.com/product/product/prusament-pla-recycled-2kg-nfc//
PLA,Prusament PLA,Simply Green,1kg,29.991736,In stock,/content/images/product/d9fe741e-bdcf-4ae6-83db-2869975e96d3.jpg,https://www.prusa3d.com/product/product/prusament-pla-simply-green-1kg-nfc//
PLA,Prusament PLA,Army Green,2kg,49.990000,In stock,/content/images/product/80f86b78-17f0-472e-9cdc-372481d5e3e9.jpg,https://www.prusa3d.com/product/product/prusament-pla-army-green-2kg-nfc//
PLA,Prusament PLA,Best Sellers Pack 5+1 FREE,,149.950000,In stock,/content/images/product/8398802d-02a9-439f-a345-677351b0c6f8.png,https://www.prusa3d.com/product/product/prusament-pla-best-sellers-pack-5-1-free//
PLA,Prusament PLA,Anthracite Grey,25g,2.190083,In stock,/content/images/product/3bf9a6bc-1927-4759-99a3-9156b94cd47d.jpg,https://www.prusa3d.com/product/product/prusament-pla-anthracite-grey-25g-sample//
PLA,Prusament PLA,Chalky Blue,25g,2.190083,In stock,/content/images/product/270377a9-f955-4039-818c-48bd8ad1aab6.jpg,https://www.prusa3d.com/product/product/prusament-pla-chalky-blue-25g-sample//
PLA,Prusament PLA,Noctua Brown,25g,2.190083,In stock,/content/images/product/551fa9a6-57dc-47e8-9675-bb17463d6e6f.jpg,https://www.prusa3d.com/product/product/prusament-pla-noctua-brown-25g-sample//
PLA,Prusament PLA,Pistachio Green,25g,2.190083,In stock,/content/images/product/55349c09-8df2-4777-a45e-a1991140de55.jpg,https://www.prusa3d.com/product/product/prusament-pla-pistachio-green-25g-sample//
PLA,Prusament PLA,Anthracite Grey – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/812e700d-f3ab-4808-bbd5-0107711f35e7.png,https://www.prusa3d.com/product/product/prusament-pla-anthracite-grey-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Army Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/f7d05ddc-a616-494e-9b87-e9dc8b08cbaa.png,https://www.prusa3d.com/product/product/prusament-pla-army-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Azure Blue – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/423635d4-cfa6-4536-a50f-a6ff1c2fbe99.png,https://www.prusa3d.com/product/product/prusament-pla-azure-blue-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Lime Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/990015e4-f6da-4a47-b35c-1dc38c666658.png,https://www.prusa3d.com/product/product/prusament-pla-blend-lime-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Ms. Pink – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/34cbf590-8071-4b28-9188-57f1bbda8913.png,https://www.prusa3d.com/product/product/prusament-pla-blend-ms-pink-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,My Silverness,1kg,28.601653,In stock,/content/images/product/04de1e6b-2766-4a3d-8a90-b10fb4fc64df.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-my-silverness-1kg-nfc//
PLA,Prusament PLA Blend,My Silverness – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/654792e7-5557-4783-a62a-62bba7337bcd.png,https://www.prusa3d.com/product/product/prusament-pla-blend-my-silverness-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Oh My Gold – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/8b20f097-4ed7-43da-8b13-e634d4ea9bfb.png,https://www.prusa3d.com/product/product/prusament-pla-blend-oh-my-gold-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Pearl White – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/14cf92d5-1df6-4d60-a081-56a43553265a.png,https://www.prusa3d.com/product/product/prusament-pla-blend-pearl-white-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Royal Blue – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/14f57a8f-2cb7-4a01-95d9-23ac33b458d3.png,https://www.prusa3d.com/product/product/prusament-pla-blend-royal-blue-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Viva La Bronze – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/b7c83953-5efd-49bc-bed4-00a4367ea6d3.png,https://www.prusa3d.com/product/product/prusament-pla-blend-viva-la-bronze-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Blood Red – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/36b601df-7d85-4750-b611-e5ed650a99ea.png,https://www.prusa3d.com/product/product/prusament-pla-blood-red-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Chalky Blue – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/60693f8f-8475-4870-8774-2e2b19d5982e.png,https://www.prusa3d.com/product/product/prusament-pla-chalky-blue-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Electric Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/b338abcc-d8e2-4df2-b9c0-b5b968e07cc4.jpg,https://www.prusa3d.com/product/product/prusament-pla-electric-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Emerald Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/df03539f-67f8-48d0-bb1a-8574c86619c6.jpg,https://www.prusa3d.com/product/product/prusament-pla-emerald-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Galaxy Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/b5efb40b-8300-4195-9d22-6b9541c713cc.png,https://www.prusa3d.com/product/product/prusament-pla-galaxy-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Galaxy Purple – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/e779db9c-14b3-41cf-a0ed-bf80bfa6452d.png,https://www.prusa3d.com/product/product/prusament-pla-galaxy-purple-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Galaxy Red,1kg,29.991736,In stock,/content/images/product/e8a03e90-98bb-4945-b0ef-f5e76f06b439.jpg,https://www.prusa3d.com/product/product/prusament-pla-galaxy-red-1kg-nfc//
PLA,Prusament PLA,Galaxy Red – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/10d15928-0831-407a-86ec-8528758f04b7.png,https://www.prusa3d.com/product/product/prusament-pla-galaxy-red-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Galaxy Silver – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/fdc7247f-14d0-4b25-98ac-7aca12139633.png,https://www.prusa3d.com/product/product/prusament-pla-galaxy-silver-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Gentleman's Grey – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/5b823e5b-7ace-4bb2-8744-3a361c26c527.png,https://www.prusa3d.com/product/product/prusament-pla-gentleman-s-grey-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Gravity Grey – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/f21bdb92-bbab-46da-a4e1-fd58d0c32790.png,https://www.prusa3d.com/product/product/prusament-pla-gravity-grey-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Jet Black – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/01a1054b-2a17-4eb6-8900-b1cbe6ba2d23.png,https://www.prusa3d.com/product/product/prusament-pla-jet-black-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Lipstick Red – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/592ed0e4-1dfa-45f6-80f4-8b4eb421b378.png,https://www.prusa3d.com/product/product/prusament-pla-lipstick-red-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Marble Grey – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/a74f077e-5001-425a-8344-d501d6ec0107.png,https://www.prusa3d.com/product/product/prusament-pla-marble-grey-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Mystic Brown – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/c756f608-f57b-4012-bfa3-45c2cf2c5107.png,https://www.prusa3d.com/product/product/prusament-pla-mystic-brown-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Mystic Brown,25g,2.190083,In stock,/content/images/product/7bac7b01-7527-4fdd-a5d8-d23f5fc60252.jpg,https://www.prusa3d.com/product/product/prusament-pla-mystic-brown-25g-sample//
PLA,Prusament PLA,Mystic Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/7aabaf15-8449-4ff7-9126-95e59ddbcb28.png,https://www.prusa3d.com/product/product/prusament-pla-mystic-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Natural – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/e78542b5-174f-47fc-b3c7-822cc761bcff.png,https://www.prusa3d.com/product/product/prusament-pla-natural-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Noctua Beige,1kg,29.991736,In stock,/content/images/product/bc0d448a-92f0-4113-8c8b-a89ab1b65666.jpg,https://www.prusa3d.com/product/product/prusament-pla-noctua-beige-1kg-nfc//
PLA,Prusament PLA,Noctua Beige – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/4a394ed9-ebf9-455a-b5cf-599a11893414.png,https://www.prusa3d.com/product/product/prusament-pla-noctua-beige-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Noctua Brown – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/48a6a431-dea7-486b-ad13-9eb25746be9e.png,https://www.prusa3d.com/product/product/prusament-pla-noctua-brown-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Opal Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/e5c2e0ad-c88e-4347-beaa-31dab45d3ad1.png,https://www.prusa3d.com/product/product/prusament-pla-opal-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Pearl Mouse – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/45676dee-546a-4f1d-96ca-59d1ac8aec38.png,https://www.prusa3d.com/product/product/prusament-pla-pearl-mouse-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Pineapple Yellow – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/f8f324f1-6b37-40df-a32a-0f97c21f1487.png,https://www.prusa3d.com/product/product/prusament-pla-pineapple-yellow-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Pistachio Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/0b445503-4058-44ac-84da-f3366641c331.png,https://www.prusa3d.com/product/product/prusament-pla-pistachio-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Pristine White – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/eda04e9b-31b7-42a4-b429-765302228606.png,https://www.prusa3d.com/product/product/prusament-pla-pristine-white-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Prusa Galaxy Black – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/709c1313-c44f-4f02-b805-4d89e2690bbc.png,https://www.prusa3d.com/product/product/prusament-pla-prusa-galaxy-black-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Prusa Orange – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/c3b629e4-74d9-4f92-8cea-0cf8f51f0ea5.png,https://www.prusa3d.com/product/product/prusament-pla-prusa-orange-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Prusa Pro Green,1kg,29.991736,In stock,/content/images/product/c3c703c5-49dc-4688-bddc-ae867710c4dd.jpg,https://www.prusa3d.com/product/product/prusament-pla-prusa-pro-green-1kg-nfc//
PLA,Prusament PLA,Prusa Pro Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/5ce81b2d-8959-4999-a943-491be2171a45.png,https://www.prusa3d.com/product/product/prusament-pla-prusa-pro-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Simply Green – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/7d84f8e4-ffdb-417c-b308-376a11ef2efe.png,https://www.prusa3d.com/product/product/prusament-pla-simply-green-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA,Vanilla White – Multipack 10 pcs,1kg,272.644628,Estimated leadtime 1 week,/content/images/product/0298cf1c-5b30-454f-b0ae-faefc7a388a8.png,https://www.prusa3d.com/product/product/prusament-pla-vanilla-white-1kg-nfc-multipack-10-pcs//
PLA,Prusament PLA Blend,Lime Green,1kg,29.991736,In stock,/content/images/product/9050c510-ae95-476f-90ac-79adc4fb4114.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-lime-green-1kg-nfc//
PLA,Prusament PLA Blend,Ms. Pink,25g,2.190083,In stock,/content/images/product/c0acfa60-e405-4118-9f5f-9a54df95478c.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-ms-pink-25g-sample//
PLA,Prusament PLA Blend,Oh My Gold,25g,2.190083,In stock,/content/images/product/1a9be246-7c1a-46cd-b145-42e0344a12c3.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-oh-my-gold-25g-sample//
PLA,Prusament PLA Blend,Viva La Bronze,25g,2.190083,In stock,/content/images/product/8a23032a-8e8b-453b-b18f-8e7722d4392c.jpg,https://www.prusa3d.com/product/product/prusament-pla-blend-viva-la-bronze-25g-sample//
PLA,Prusament PLA,Blood Red,1kg,29.991736,In stock,/content/images/product/acb2914f-31e4-4b48-b327-032b970e4e29.jpg,https://www.prusa3d.com/product/product/prusament-pla-blood-red-1kg-nfc//
PLA,Prusament PLA,Mystic Green,25g,2.190083,In stock,/content/images/product/bbc0ad95-8403-4a68-a249-2bde73edd750.jpg,https://www.prusa3d.com/product/product/prusament-pla-mystic-green-25g-sample//
PLA,Prusament PLA,Natural,1kg,29.991736,In stock,/content/images/product/1665ec6e-991f-46a6-9690-aa3758920850.jpg,https://www.prusa3d.com/product/product/prusament-pla-natural-1kg-nfc//
PLA,Prusament PLA,Pearl Mouse,1kg,29.991736,In stock,/content/images/product/caa89a45-0d06-4986-8834-7e5447aff2a8.jpg,https://www.prusa3d.com/product/product/prusament-pla-pearl-mouse-1kg-nfc//
PLA,Prusament PLA,Pineapple Yellow,1kg,29.991736,In stock,/content/images/product/3292c9ad-84fa-44ed-84e8-a9f07747cb15.jpg,https://www.prusa3d.com/product/product/prusament-pla-pineapple-yellow-1kg-nfc//
PLA,Prusament Woodfill,Chocolate Brown – Multipack 10 pcs,1kg,349.000000,Estimated leadtime 1 week,/content/images/product/51f5a0a6-d252-44c9-a6f9-8fa92ff25d32.png,https://www.prusa3d.com/product/product/prusament-woodfill-chocolate-brown-1kg-nfc-multipack-10-pcs//
PLA,Prusament Woodfill,Linden Light – Multipack 10 pcs,1kg,349.000000,Estimated leadtime 1 week,/content/images/product/bf5ee727-f7b8-44b3-a62a-a994cf16c731.png,https://www.prusa3d.com/product/product/prusament-woodfill-linden-light-1kg-nfc-multipack-10-pcs//
PLA,Prusament Woodfill,Pastel Brown – Multipack 10 pcs,1kg,349.000000,Estimated leadtime 1 week,/content/images/product/d062950b-226e-4502-8760-4608e7b85560.png,https://www.prusa3d.com/product/product/prusament-woodfill-pastel-brown-1kg-nfc-multipack-10-pcs//
PP,Prusament PP,Carbon Fiber Black,650g,69.991736,In stock,/content/images/product/7f1b58e9-96dd-47c4-86d2-0c4ed666eaec.jpg,https://www.prusa3d.com/product/product/prusament-pp-carbon-fiber-black-650g-nfc//
PP,Prusament PP,Glass Fiber Natural,850g,69.991736,In stock,/content/images/product/c45d76e6-340d-4a9f-9562-e659f3b1ad8b.jpg,https://www.prusa3d.com/product/product/prusament-pp-glass-fiber-natural-850g-nfc//
PP,Prusament PP,Carbon Fiber Black – Multipack 10 pcs,650g,699.917355,Estimated leadtime 1 week,/content/images/product/54fd9866-1546-4b46-9f1d-85dc05b9d131.png,https://www.prusa3d.com/product/product/prusament-pp-carbon-fiber-black-650g-nfc-multipack-10-pcs//
PP,Prusament PP,Glass Fiber Natural – Multipack 10 pcs,850g,699.917355,Estimated leadtime 1 week,/content/images/product/2fa78ac7-a37d-43ca-b10c-cd0fd33ea679.png,https://www.prusa3d.com/product/product/prusament-pp-glass-fiber-natural-850g-nfc-multipack-10-pcs//
PVB,Prusament PVB,Bright Green – Multipack 10 pcs,500g,399.917355,Estimated leadtime 1 week,/content/images/product/f5490cba-0561-43c7-9bc9-a1ce2f459728.png,https://www.prusa3d.com/product/product/prusament-pvb-bright-green-500g-nfc-multipack-10-pcs//
PVB,Prusament PVB,Dark Blue – Multipack 10 pcs,500g,399.917355,Estimated leadtime 1 week,/content/images/product/d2f72892-9c0f-4cb9-bb04-1a5535f2f388.png,https://www.prusa3d.com/product/product/prusament-pvb-dark-blue-500g-nfc-multipack-10-pcs//
PVB,Prusament PVB,Light Yellow – Multipack 10 pcs,500g,399.917355,Estimated leadtime 1 week,/content/images/product/c5304035-3f05-4206-a939-7907394004e6.png,https://www.prusa3d.com/product/product/prusament-pvb-light-yellow-500g-nfc-multipack-10-pcs//
PVB,Prusament PVB,Natural,25g,3.190083,In stock,/content/images/product/90243cc0-fe68-4d1b-a320-12b4f353f9fe.jpg,https://www.prusa3d.com/product/product/prusament-pvb-natural-25g-sample//
PVB,Prusament PVB,Natural – Multipack 10 pcs,500g,399.917355,Estimated leadtime 1 week,/content/images/product/2f30407a-4071-4022-b7ca-d8d09a104414.png,https://www.prusa3d.com/product/product/prusament-pvb-natural-500g-nfc-multipack-10-pcs//
PVB,Prusament PVB,Prusa Orange – Multipack 10 pcs,500g,399.917355,Estimated leadtime 1 week,/content/images/product/40fad7cf-4c16-46e5-b87b-104fd5231c1a.png,https://www.prusa3d.com/product/product/prusament-pvb-prusa-orange-500g-nfc-multipack-10-pcs//
