brand_name,Variant,Color Index,color_name,Image URL,Product URL
ASA,(default),1,White,https://store.bblcdn.com/s7/default/50d1a72331c740578d4893eb212d3107/12007d17a7d9416abc87a01a8a299869.media,https://us.store.bambulab.com/products/asa-filament
ASA,(default),2,Green,https://store.bblcdn.com/s7/default/bf68172ec3754e9f8da0e48fa105fcc4/cb784d59ca1d48cea42f9c2e545854b7.media,https://us.store.bambulab.com/products/asa-filament
ASA,(default),3,Black,https://store.bblcdn.com/s7/default/97b5ec1c47b044c4a29b43f7a787441c/11d6469b590e4b8080ca5bd3f2385e22.media,https://us.store.bambulab.com/products/asa-filament
ASA,(default),4,Gray,https://store.bblcdn.com/s7/default/6165d25792ba48ab97860e4cb515a734/7e5829465d8a48b39c5ad1d103db0b5e.media,https://us.store.bambulab.com/products/asa-filament
ASA,(default),5,Red,https://store.bblcdn.com/s7/default/05a63b0cfeaf42cc9bdd7d4a2ddda66f/1e6d5f24fcc14949a25332fbbd52f7f2.media,https://us.store.bambulab.com/products/asa-filament
ASA,(default),6,Blue,https://store.bblcdn.com/s7/default/e9e66e4dbbc146daaa67f573c7e23dd0/08592504ef0c4ed4a3054fac903bf20f.media,https://us.store.bambulab.com/products/asa-filament
PA6-CF,(default),1,Black,https://store.bblcdn.com/s7/default/0c720feffde54a22b5a13e13ae11005c/46e6b8f7f1b34a28a1a0959cfc8b1230.media,https://us.store.bambulab.com/products/pa6-cf
PC,(default),1,Transparent,https://store.bblcdn.com/s7/default/a4810aca02d94b5aaed6f2135f6a10ac/469f4456c6e5449282e739eb8ca7108b.media,https://us.store.bambulab.com/products/pc-filament
PC,(default),2,Clear Black,https://store.bblcdn.com/s7/default/2213436ff26b48d5a32e9a5a3cce5bc5/4fcef33534954555b649c63e981ba667.media,https://us.store.bambulab.com/products/pc-filament
PC,(default),3,Black,https://store.bblcdn.com/s7/default/a8cc5656229b4972bf716cec85d40e47/80c0fdb3cc4642348aafb0ac4cb9a1a6.media,https://us.store.bambulab.com/products/pc-filament
PC,(default),4,White,https://store.bblcdn.com/s7/default/8b27ee03b2224d848bb4c1b3556885a0/bf4e492f67dd4ef991be8d427d3313d6.media,https://us.store.bambulab.com/products/pc-filament
PET-CF,(default),1,Black,https://store.bblcdn.com/s7/default/578d2477b1b74d118470f7f05c2d6cfa/17ff5ee26cf84b03b7f5649fe96bb637.media,https://us.store.bambulab.com/products/pet-cf
PA6-GF,(default),1,Blue,https://store.bblcdn.com/s7/default/d7d62d93f8e5424f9f026841befedb16/402ca4dba3a840bc85c90268db4a8081.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),2,Orange,https://store.bblcdn.com/s7/default/20ef34b031b74e2db5b7f1d6a099beb3/38a010b92f494649bdcac81b80203514.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),3,Yellow,https://store.bblcdn.com/s7/default/3807481e078248b69ec57dc7bb7dc327/9f802388489f4520bed20d7febe77867.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),4,Lime,https://store.bblcdn.com/s7/default/14f41ac09b674c88b5b50d6f03feec90/103232d16b984293845b85f4f6ceec76.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),5,Brown,https://store.bblcdn.com/s7/default/8f815a5cbb4d423b889f5ea368ed3f21/7c301d0a271d40b399baaf56da56b19f.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),6,White,https://store.bblcdn.com/s7/default/347e7278147f4d029fc9ac0ccf5617b8/fa837382dde340d89ac6c329cd7b5ba9.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),7,Gray,https://store.bblcdn.com/s7/default/e25fb322716e4f8797025e86332dbe75/1aade7aafccf457098ec72ffe450cf76.media,https://us.store.bambulab.com/products/pa6-gf
PA6-GF,(default),8,Black,https://store.bblcdn.com/s7/default/4e6f547f73b8400aaf6625d62a7031b2/24cbdc622b014d92a07a590e0915002c.media,https://us.store.bambulab.com/products/pa6-gf
ABS-GF,(default),1,Orange,https://store.bblcdn.com/s7/default/489c34a419524a8794bb0737e3f7df23/29c9e24ed11f48c2b6eaf8c30cbc2dac.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),2,Green,https://store.bblcdn.com/s7/default/a674d939c11b43bbba6ae881859be416/984cabc8a3c14da3bda13d2c3de13a6e.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),3,Red,https://store.bblcdn.com/s7/default/30bca776ff474f6e9cfe146068a6ce69/c637c8c1435849e3846a3c778449e26c.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),4,Yellow,https://store.bblcdn.com/s7/default/e64a10c76c614e07aa46a77e628d85ee/8957312a05724c189a2df860d34f0489.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),5,Blue,https://store.bblcdn.com/s7/default/80c3816b25074a0e9ee6109f4d426d52/0547439bac3a498897d150bb548733db.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),6,White,https://store.bblcdn.com/s7/default/72af963327f049cabc3df8ad6fe184a2/5aa3e36ed0a84903abe2cd76e0940201.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),7,Gray,https://store.bblcdn.com/s7/default/e543e030e3454f8fbb004e8d10822dee/632fe0415a314fe1bae0fc0dc3d71b1e.media,https://us.store.bambulab.com/products/abs-gf
ABS-GF,(default),8,Black,https://store.bblcdn.com/s7/default/a1473fb97421470c985baefecc966f75/691a57e4645a4f2f985f76dbc04a09c6.media,https://us.store.bambulab.com/products/abs-gf
ASA-CF,(default),1,Black,https://store.bblcdn.com/s7/default/eb577375949641de906f6b3b5af48ff1/9c63f51935424e08b10123d0dfbcaf57.jpg,https://us.store.bambulab.com/products/asa-cf
PPA-CF,(default),1,Black,https://store.bblcdn.com/s7/default/bce8e6df80b740efb324f830ea18acde/7cfdb177192f451593ece1786f3a381c.jpg,https://us.store.bambulab.com/products/ppa-cf
PPS-CF,(default),1,Black,https://store.bblcdn.com/s7/default/9b0ed9c380184c4db3593217b6fb3c2a/98f3cc71001d412899a68fa0d762f2dc.png,https://us.store.bambulab.com/products/pps-cf
PLA Aero,(default),1,White,https://store.bblcdn.com/s7/default/dd6c31a36b544edeac065edf3ff9a727/44060da195d940bfaac1cfe3cc7c848e.media,https://us.store.bambulab.com/products/pla-aero
PLA Aero,(default),2,Gray,https://store.bblcdn.com/s7/default/9ca7834d953c4899a82db34be5fac7ff/173c55194eba466fa2aab8bbe39d8dd8.png,https://us.store.bambulab.com/products/pla-aero
ASA Aero,(default),1,White,https://store.bblcdn.com/s7/default/486dc8d579b647e49fb9522a0e81eba3/0d502f24d1084ba7a4c208146c744004.media,https://us.store.bambulab.com/products/asa-aero
PC FR,(default),1,Black,https://store.bblcdn.com/s7/default/b26293fe5b874ab68991e3aa77768161/c77c831a3d1b4d70845e860b277044f9.png,https://us.store.bambulab.com/products/pc-fr
PC FR,(default),2,White,https://store.bblcdn.com/s7/default/b2f18998223e41bea66f27af0c87cf31/948510dcfbf4499f945fe6528ada710e.png,https://us.store.bambulab.com/products/pc-fr
PC FR,(default),3,Gray,https://store.bblcdn.com/s7/default/1698585819314488b4ee28fb8f46f2b1/f4d4c5abbc8242c294d255ce5da4f467.png,https://us.store.bambulab.com/products/pc-fr
Support for PLA/PETG,(default),1,Nature,https://store.bblcdn.com/s7/default/b7e5fd8ab0414529bbb6acd6fc6ce2b8/450b2b2431104c62ad28fb6131f20220.png,https://us.store.bambulab.com/products/support-for-pla-petg
Support for PLA/PETG,(default),2,Black,https://store.bblcdn.com/s7/default/8bbf83efd46746e5acc63d1cd31ed842/c86239646dd94b0a92bfac7c6fc3e7d3.png,https://us.store.bambulab.com/products/support-for-pla-petg
Support for PLA (New Version),(default),1,White,https://store.bblcdn.com/s7/default/01f07d18a78c40b98c6ef026f4810ea5/Rectangle_1274.png,https://us.store.bambulab.com/products/support-for-pla-new
PVA,(default),1,Clear,https://store.bblcdn.com/s7/default/5ba5c1a0304347b59c7aa4e88bbb120e/2a113e2842a442629567232310d75ade.media,https://us.store.bambulab.com/products/pva
Support for PA/PET,(default),1,Green,https://store.bblcdn.com/s7/default/8c77467400ce48d1b9d3e946d91ad4c6/ff0c1b546ad043979ff5ce8b2bd7c6f7.media,https://us.store.bambulab.com/products/support-for-pa-pet
Support for ABS,(default),1,White,https://store.bblcdn.com/s7/default/a778d99909cd4dcc883c8e2852bb9f11/56216897fca242faa45e618244e16cdd.png,https://us.store.bambulab.com/products/support-for-abs
