brand_name,color_name,variant_title,vendor,price,grams,inventory_quantity,option1,option2
Fiberon ASA-CF08,Black,1.75mm / 0.5kg / Black,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon ASA-CF08,Dark Grey,1.75mm / 0.5kg / Dark Grey,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon ASA-CF08,Light Grey,1.75mm / 0.5kg / Light Grey,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon ASA-CF08,Navy Blue,1.75mm / 0.5kg / Navy Blue,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon ASA-CF08,Dark Red,1.75mm / 0.5kg / Dark Red,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon ASA-CF08,Desert Sand,1.75mm / 0.5kg / Desert Sand,Polymaker,19.99,500,,1.75mm,0.5kg
Fiberon PA12-CF10,Black,1.75mm / 0.5kg / Black,Polymaker,69.99,860,,1.75mm,0.5kg
Fiberon PA6-CF20,Black,1.75mm / 0.5kg / Black,Polymaker,39.99,860,,1.75mm,0.5kg
Fiberon PA6-GF25,Grey,1.75mm / 0.5kg / Grey,Polymaker,29.99,860,,1.75mm,0.5kg
Fiberon PA612-CF15,Black,1.75mm / 0.5kg / Black,Polymaker,34.99,860,,1.75mm,0.5kg
Fiberon PA612-ESD,Black,1.75mm / 0.5kg / Black,Polymaker,64.99,860,,1.75mm,0.5kg
Fiberon PET-CF17,Black,1.75mm / 0.5kg / Black,Polymaker,24.99,860,,1.75mm,0.5kg
Fiberon PET-GF15,Black,1.75mm / 1kg / Black,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PET-GF15,Dark Grey,1.75mm / 1kg / Dark Grey,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PET-GF15,Light Grey,1.75mm / 1kg / Light Grey,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PET-GF15,White,1.75mm / 1kg / White,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PET-GF15,Blue,1.75mm / 1kg / Blue,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PET-GF15,Red,1.75mm / 1kg / Red,Polymaker,29.99,1350,,1.75mm,1kg
Fiberon PETG-rCF08,Black,1.75mm / 0.5kg / Black,Polymaker,19.99,860,,1.75mm,0.5kg
Fiberon PPS-CF10,Black,1.75mm / 0.5kg / Black,Polymaker,69.99,860,,1.75mm,0.5kg
Fiberon PPS-GF20,Grey,1.75mm / 0.5kg / Grey,Polymaker,59.99,500,,1.75mm,0.5kg
Panchroma Basic PLA,Black,1.75mm / 1kg / Black,Polymaker,18.99,1000,,1.75mm,1kg
Panchroma Basic PLA,White,1.75mm / 1kg / White,Polymaker,18.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Cold White,1.75mm / 1kg / Cold White,Polymaker,18.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Red,1.75mm / 1kg / Red,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Orange,1.75mm / 1kg / Orange,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Magenta,1.75mm / 1kg / Magenta,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Pink,1.75mm / 1kg / Pink,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Wine Red,1.75mm / 1kg / Wine Red,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Lemon Yellow,1.75mm / 1kg / Lemon Yellow,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Yellow,1.75mm / 1kg / Yellow,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Cream,1.75mm / 1kg / Cream,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Beige,1.75mm / 1kg / Beige,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Tan,1.75mm / 1kg / Tan,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Basic PLA,Brown,1.75mm / 1kg / Brown,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Green,1.75mm / 1kg / Green,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Lime Green,1.75mm / 1kg / Lime Green,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Jungle Green,1.75mm / 1kg / Jungle Green,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Olive Green,1.75mm / 1kg / Olive Green,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Dark Olive Drab,1.75mm / 1kg / Dark Olive Drab,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Basic PLA,Azure Blue,1.75mm / 1kg / Azure Blue,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Blue,1.75mm / 1kg / Blue,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Aqua Blue,1.75mm / 1kg / Aqua Blue,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Stone Blue,1.75mm / 1kg / Stone Blue,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Polymaker Teal,1.75mm / 1kg / Polymaker Teal,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Steel Grey,1.75mm / 1kg / Steel Grey,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Grey,1.75mm / 1kg / Grey,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Dark Grey,1.75mm / 1kg / Dark Grey,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Basic PLA,Purple,1.75mm / 1kg / Purple,Polymaker,19.99,1000,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Blue,1.75mm / 1kg / Celestial Blue,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Green,1.75mm / 1kg / Celestial Green,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Purple,1.75mm / 1kg / Celestial Purple,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial White,1.75mm / 1kg / Celestial White,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Light Yellow,1.75mm / 1kg / Celestial Light Yellow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Light Pink,1.75mm / 1kg / Celestial Light Pink,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Celestial PLA,Celestial Yellow,1.75mm / 1kg / Celestial Yellow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma CoPE,Black,1.75mm / 1kg / Black,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Dark Grey,1.75mm / 1kg / Dark Grey,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Steel Grey,1.75mm / 1kg / Steel Grey,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Grey,1.75mm / 1kg / Grey,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Brown,1.75mm / 1kg / Brown,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Tan,1.75mm / 1kg / Tan,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Beige,1.75mm / 1kg / Beige,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Cream,1.75mm / 1kg / Cream,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,White,1.75mm / 1kg / White,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Cold White,1.75mm / 1kg / Cold White,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Pink,1.75mm / 1kg / Pink,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Magenta,1.75mm / 1kg / Magenta,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Red,1.75mm / 1kg / Red,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Wine Red,1.75mm / 1kg / Wine Red,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Orange,1.75mm / 1kg / Orange,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Yellow,1.75mm / 1kg / Yellow,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Lemon Yellow,1.75mm / 1kg / Lemon Yellow,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Lime Green,1.75mm / 1kg / Lime Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Olive Green,1.75mm / 1kg / Olive Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Green,1.75mm / 1kg / Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Jungle Green,1.75mm / 1kg / Jungle Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Olive Drab Green,1.75mm / 1kg / Olive Drab Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Polymaker Teal,1.75mm / 1kg / Polymaker Teal,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Aqua Blue,1.75mm / 1kg / Aqua Blue,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Stone Blue,1.75mm / 1kg / Stone Blue,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Blue,1.75mm / 1kg / Blue,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma CoPE,Purple,1.75mm / 1kg / Purple,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Shadow Black,1.75mm / 1kg / Dual Matte Shadow Black,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Shadow Red,1.75mm / 1kg / Dual Matte Shadow Red,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Shadow Orange,1.75mm / 1kg / Dual Matte Shadow Orange,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Foggy Orange,1.75mm / 1kg / Dual Matte Foggy Orange,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Foggy Purple,1.75mm / 1kg / Dual Matte Foggy Purple,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Glacier Blue,1.75mm / 1kg / Dual Matte Glacier Blue,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Flamingo,1.75mm / 1kg / Dual Matte Flamingo,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Chameleon,1.75mm / 1kg / Dual Matte Chameleon,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Sunrise,1.75mm / 1kg / Dual Matte Sunrise,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Camouflage,1.75mm / 1kg / Camouflage,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Matte PLA,Dual Matte Mixed Berries,1.75mm / 1kg / Dual Matte Mixed Berries,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Aubergine,1.75mm / 1kg / Dual Silk Aubergine,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Beluga,1.75mm / 1kg / Dual Silk Beluga,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Chameleon,1.75mm / 1kg / Dual Silk Chameleon,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Caribbean Sea,1.75mm / 1kg / Dual Silk Caribbean Sea,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Crown,1.75mm / 1kg / Dual Silk Crown,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Sovereign,1.75mm / 1kg / Dual Silk Sovereign,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Banquet,1.75mm / 1kg / Dual Silk Banquet,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Jadeite,1.75mm / 1kg / Dual Silk Jadeite,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Silk PLA,Dual Silk Sunset,1.75mm / 1kg / Dual Silk Sunset,Polymaker,22.99,1350,,1.75mm,1kg
Panchroma Dual Special PLA,Dual Yin-Yang,1.75mm / 1kg / Dual Yin-Yang,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Galaxy PLA,Galaxy Dark Green,1.75mm / 1kg / Galaxy Dark Green,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Galaxy PLA,Galaxy Dark Grey,1.75mm / 1kg / Galaxy Dark Grey,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Glow PLA,Glow Green,1.75mm / 1kg / Glow Green,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Glow PLA,Glow Blue,1.75mm / 1kg / Glow Blue,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Glow PLA,Glow Orange,1.75mm / 1kg / Glow Orange,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Celestial,Gradient Celestial Rainbow,1.75mm / 1kg / Gradient Celestial Rainbow,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Celestial,Gradient Celestial Blue-Purple,1.75mm / 1kg / Gradient Celestial Blue-Purple,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Celestial,Gradient Celestial Purple-Pink,1.75mm / 1kg / Gradient Celestial Purple-Pink,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Celestial,Gradient Celestial Blue-White,1.75mm / 1kg / Gradient Celestial Blue-White,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Crystal,Gradient Crystal Tourmaline,1.75mm / 1kg / Gradient Crystal Tourmaline,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Crystal,Gradient Crystal Rose Quartz,1.75mm / 1kg / Gradient Crystal Rose Quartz,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Crystal,Gradient Crystal Aquamarine,1.75mm / 1kg / Gradient Crystal Aquamarine,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Crystal,Gradient Crystal Citrine,1.75mm / 1kg / Gradient Crystal Citrine,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Crystal,Gradient Crystal Carnelian,1.75mm / 1kg / Gradient Crystal Carnelian,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Galaxy,Gradient Galaxy Black-Grey,1.75mm / 1kg / Gradient Galaxy Black-Grey,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Galaxy,Gradient Galaxy Blue-Green,1.75mm / 1kg / Gradient Galaxy Blue-Green,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Galaxy,Gradient Galaxy Black-Blue,1.75mm / 1kg / Gradient Galaxy Black-Blue,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Luminous Rainbow PLA,Gradient Luminous Rainbow,1.75mm / 1kg / Gradient Luminous Rainbow,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Pastel Rainbow,1.75mm / 1kg / Gradient Matte Pastel Rainbow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Cappuccino,1.75mm / 1kg / Gradient Matte Cappuccino,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Spring,1.75mm / 1kg / Gradient Matte Spring,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Summer,1.75mm / 1kg / Gradient Matte Summer,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Fall,1.75mm / 1kg / Gradient Matte Fall,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Winter,1.75mm / 1kg / Gradient Matte Winter,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Wood,1.75mm / 1kg / Gradient Matte Wood,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Tropical Squeeze,1.75mm / 1kg / Gradient Matte Tropical Squeeze,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Lavender Fizz,1.75mm / 1kg / Gradient Matte Lavender Fizz,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Mint Splash,1.75mm / 1kg / Gradient Matte Mint Splash,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Sky,1.75mm / 1kg / Gradient Matte Sky,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Sandstorm,1.75mm / 1kg / Gradient Matte Sandstorm,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Matte PLA,Gradient Matte Tornado,1.75mm / 1kg / Gradient Matte Tornado,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Neon,Gradient Halloween Neon,1.75mm / 1kg / Gradient Halloween Neon,Polymaker,29.99,1350,,1.75mm,1kg
Panchroma Gradient Satin PLA,Gradient Satin Rainbow,1.75mm / 1kg / Gradient Satin Rainbow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Gradient Silk,Gradient Silk Rainbow,1.75mm / 1kg / Gradient Silk Rainbow,Polymaker,24.99,1000,,1.75mm,1kg
Panchroma Gradient Silk,Gradient Silk Fire,1.75mm / 1kg / Gradient Silk Fire,Polymaker,24.99,1000,,1.75mm,1kg
Panchroma Gradient Silk,Gradient Silk Water,1.75mm / 1kg / Gradient Silk Water,Polymaker,24.99,1000,,1.75mm,1kg
Panchroma Gradient Silk,Gradient Silk Air,1.75mm / 1kg / Gradient Silk Air,Polymaker,24.99,1000,,1.75mm,1kg
Panchroma Gradient Silk,Gradient Silk Earth,1.75mm / 1kg / Gradient Silk Earth,Polymaker,24.99,1000,,1.75mm,1kg
Panchroma Gradient Starlight,Gradient Starlight Rainbow,1.75mm / 1kg / Gradient Starlight Rainbow,Polymaker,34.99,1350,,1.75mm,1kg
Panchroma Gradient Starlight,Gradient Starlight Purple,1.75mm / 1kg / Gradient Starlight Purple,Polymaker,34.99,1350,,1.75mm,1kg
Panchroma Gradient Starlight,Gradient Starlight Blue-Green,1.75mm / 1kg / Gradient Starlight Blue-Green,Polymaker,34.99,1350,,1.75mm,1kg
Panchroma Gradient Starlight,Gradient Starlight Purple-Red,1.75mm / 1kg / Gradient Starlight Purple-Red,Polymaker,34.99,1350,,1.75mm,1kg
Panchroma Gradient Starlight,Gradient Starlight Blue-Purple,1.75mm / 1kg / Gradient Starlight Blue-Purple,Polymaker,34.99,1350,,1.75mm,1kg
Panchroma Gradient Translucent PLA,Gradient Translucent Rainbow,1.75mm / 1kg / Gradient Translucent Rainbow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Luminous PLA,Luminous Blue,1.75mm / 1kg / Luminous Blue,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Luminous PLA,Luminous Orange,1.75mm / 1kg / Luminous Orange,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Luminous PLA,Luminous Green,1.75mm / 1kg / Luminous Green,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Luminous PLA,Luminous Pink,1.75mm / 1kg / Luminous Pink,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Luminous PLA,Luminous Yellow,1.75mm / 1kg / Luminous Yellow,Polymaker,24.99,1350,,1.75mm,1kg
Panchroma Marble PLA,Marble White,1.75mm / 1kg / Marble White,Polymaker,20.99,1350,,1.75mm,1kg
Panchroma Marble PLA,Marble Slate Grey,1.75mm / 1kg / Marble Slate Grey,Polymaker,20.99,1350,,1.75mm,1kg
Panchroma Marble PLA,Marble Brick,1.75mm / 1kg / Marble Brick,Polymaker,20.99,1350,,1.75mm,1kg
Panchroma Marble PLA,Marble Limestone,1.75mm / 1kg / Marble Limestone,Polymaker,20.99,1350,,1.75mm,1kg
Panchroma Marble PLA,Marble Sandstone,1.75mm / 1kg / Marble Sandstone,Polymaker,20.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Lime Green,1.75mm / 1kg / Matte Lime Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Army Purple,1.75mm / 1kg / Matte Army Purple,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Ash Grey,1.75mm / 1kg / Matte Ash Grey,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Electric Indigo,1.75mm / 1kg / Matte Electric Indigo,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Pastel Periwinkle,1.75mm / 1kg / Matte Pastel Periwinkle,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Lotus Pink,1.75mm / 1kg / Matte Lotus Pink,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Sky Blue,1.75mm / 1kg / Matte Sky Blue,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Sunshine Yellow,1.75mm / 1kg / Matte Sunshine Yellow,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Grass Green,1.75mm / 1kg / Matte Grass Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Seafoam Green,1.75mm / 1kg / Matte Seafoam Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Raspberry Blue,1.75mm / 1kg / Matte Raspberry Blue,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Wine Burgundy,1.75mm / 1kg / Matte Wine Burgundy,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Emerald Green,1.75mm / 1kg / Matte Emerald Green,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Muted Moss,1.75mm / 1kg / Matte Muted Moss,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Muted Teal,1.75mm / 1kg / Matte Muted Teal,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Muted Mauve,1.75mm / 1kg / Matte Muted Mauve,Polymaker,19.99,1350,,1.75mm,1kg
Panchroma Matte PLA,Matte Muted Terracotta,1.75mm / 1kg / Matte Muted Terracotta,Polymaker,19.99,1350,,1.75mm,1kg
